dateOfTrade,tradeID,product,buyingParty,sellingParty,notionalAmount,notionalCurrency,quantity,maturityDate,underlyingPrice,underlyingCurrency,strikePrice
01/04/2019 02:52,AFZKXSTE72406314,Potions of Fruit Juice,VAHJ59,SRYE69,1467900.0,GBP,3000,02/05/2024,489.3,USD,960.55
01/04/2019 02:52,GJTEJZCO43894732,Stocks,SHXQ49,MYXF05,2124.0,USD,200,29/07/2023,10.62,USD,11.11
01/04/2019 02:53,PMVJKOZQ37062176,Stbcks,HYSJ42,NCXS44,95080.0,USD,200,08/08/2023,475.4,USD,84.32
01/04/2019 02:53,PDIMCJYD97524870,Stocks,HXDA52,UACN61,245168.71,KMF,4000,04/05/2024,15.83,USD,52.74
01/04/2019 02:54,BCDIDPNC93748579,Stbcks,THJF58,JCWS17,423900.0,USD,6000,27/04/2021,70.65,USD,66.71
01/04/2019 02:54,MJFOADUS85012799,Hand Lanterns,UIKN64,CIXF70,32851644.0,PYG,10000,17/07/2020,569.55,USD,2885.3
01/04/2019 02:54,WXALUTBF04090831,Mocchi Disks,QBAP68,VVBY28,24108000.0,USD,80000,13/02/2023,301.35,USD,52.35
01/04/2019 02:55,POZOLAQI73241935,Stocks,KEVJ11,LKPN86,5278500.0,USD,90000,15/03/2021,58.65,USD,62.35
01/04/2019 02:56,DSDNELBY60290426,Stocks,VIMV38,HSWX88,5178000.000000001,USD,30000,05/06/2024,172.60000000000002,USD,36.88
01/04/2019 02:57,JZNGWEVU03587754,Spbder Silks,VXSM31,VTKE98,650280.0,USD,6000,21/06/2024,108.38,USD,120.97
01/04/2019 02:57,ELMWJQEF00701979,Stocks,OPET16,IBLA29,365203.06,GMD,100,04/06/2023,320.77,USD,4310.14
01/04/2019 02:57,CQQWIAMZ28332303,Stbcks,THJF59,QODV38,5188450.18,BDT,7000,14/06/2020,103.59,USD,641.78
01/04/2019 02:58,ICZLVZHN30513429,Stocks,MHFC34,MEOQ86,8970.0,SHP,300,09/08/2021,29.900000000000002,USD,27.26
01/04/2019 02:59,EPSOYGAG87275150,Daenarians,MKHA42,BBAX06,108200.0,USD,2000,24/07/2020,54.1,USD,55.21
01/04/2019 02:59,ANJNBPTZ63961987,Babs of Tricks,ORQH79,WVHK10,7365400.0,USD,70000,21/06/2021,105.22,USD,114.21
01/04/2019 03:00,OFMNSQBW60623975,Stocks,OCQF32,AMBT33,2185.0,USD,100,09/07/2023,21.85,USD,23.23
01/04/2019 03:00,STODYGWF25017093,Horns of Gondor,VESX29,JZTC29,371349.0,USD,900,14/05/2022,412.61,USD,406.93
01/04/2019 03:01,XKMXZTWB31416047,Stbcks,UWUK74,FTFI87,2923850.0,IQD,1000,28/08/2024,2923.85,USD,8315.16
01/04/2019 03:02,WUFVICSN63935629,Stocks,HYSJ49,QWOA77,1931100.0,USD,6000,04/11/2021,321.85,USD,312.74
01/04/2019 03:02,RHJFOIXS15493347,Blood Dregs,VAHJ53,MDEQ10,129351.31,MNT,7000,17/07/2021,83.28,PLN,18.01
01/04/2019 03:02,XEUSSAUE93917671,Nemesis Whips,CVMG22,ORQH73,2706000.0,USD,40000,20/03/2021,67.65,USD,64.12
01/04/2019 03:03,KTCDSVYM02186215,Stbcks,SZRJ90,RJUD59,215600.0,USD,4000,27/05/2023,53.9,USD,10.3
01/04/2019 03:03,QQLLJNKR45019730,Stbcks,HNLV68,VKMV62,170910.0,USD,3000,09/12/2023,56.97,USD,64.75
01/04/2019 03:04,UDVIJCKX05393490,Stocks,WIZJ76,AGBH66,6752400.0,USD,60000,07/11/2024,112.54,USD,105.71
01/04/2019 03:04,UABJVQBX14858851,Stocks,LKPN86,KRXZ25,791325.0,USD,900,01/08/2020,879.25,USD,183.79
01/04/2019 03:04,XCFIUBCH77652031,Stbcks,SEKK22,MDEQ10,103900.0,USD,2000,19/09/2024,51.95,USD,56.7
01/04/2019 03:04,BKKHMMIF48617396,True Names,DOGG06,FYYD27,3686000.0,USD,40000,25/11/2021,92.15,USD,107.49
01/04/2019 03:04,WLQYMNXG04866286,Kabel Masks,DVVB31,LAUA80,23097.51,PAB,300,12/07/2020,6.7,USD,72.55
01/04/2019 03:05,XWFWBPFW74948162,Stocks,ZNQA87,CQPJ57,163320.0,USD,600,09/08/2021,272.2,USD,50.97
01/04/2019 03:05,QPNRBDXO90140855,Blbsting Rods,VTKE98,CUVZ80,7637.0,USD,100,06/04/2020,75.55,NOK,68.8
01/04/2019 03:06,GLSGDOYZ90374460,Tiban Horns,NGBA47,MRAH32,28720.0,USD,200,22/11/2023,143.6,USD,116.22
01/04/2019 03:07,VNHMJXTA44979412,Stocks,FGQR99,QOKP03,219204.0,USD,300,17/10/2024,981.81,ALL,866.15
01/04/2019 03:08,JCFNCILQ03041802,Stocks,NQJL85,RQGG95,352400.00000000006,USD,2000,20/07/2024,176.20000000000002,USD,30.66
01/04/2019 03:08,CRMVRVJB82816748,Habe Disks,QAZT25,LIIS76,180550.0,USD,500,02/10/2024,361.1,USD,66.81
01/04/2019 03:08,VARSNZNQ37590618,Dibi-eggs,GSTD71,BBAX06,927010.0,USD,7000,01/06/2021,132.43,USD,113.07
01/04/2019 03:09,XWVRXZUZ10542454,Stocks,JXGF53,PVAZ61,115974.0,USD,900,19/07/2020,128.86,USD,147.57
01/04/2019 03:09,IXMHUHPO16801101,Stocks,XRBV64,QBAP58,81375.0,USD,700,10/07/2020,116.25,USD,25.98
01/04/2019 03:09,AYGIUNGG24114978,Stocks,QCRG57,JZTC69,28128395.75,LAK,70000,19/01/2024,502.31,SEK,442.46
01/04/2019 03:11,QNKLJIMH18336779,Stocks,JZTC69,WYFO19,96312.0,USD,600,06/06/2024,160.52,USD,165.99
01/04/2019 03:11,LWQDUOBT79892588,Stbcks,MEOQ86,FGVK73,237299.99999999997,USD,3000,23/04/2023,79.1,USD,14.57
01/04/2019 03:11,MAKHXWHQ65401732,Stbcks,QHXJ50,ZNQA34,56210000.0,USD,70000,26/11/2021,803.0,MOP,162.47
01/04/2019 03:12,CHZYOUFL08903640,Chain Wind Staffs,HHOA99,NCYN50,279702.0,USD,600,04/03/2024,466.17,USD,434.06
01/04/2019 03:12,JNEFQAAB46481938,Books of Cagliostro,YSSR28,MSHS73,659970.0,GYD,900,14/09/2020,733.3,USD,595.51
01/04/2019 03:12,VCPEKELP67956288,Chbice Bands,OPZI26,AMRO44,395775.0,USD,500,01/12/2024,791.55,USD,167.46
01/04/2019 03:12,NFKWFPKH39563164,Stocks,VVXA55,BBAX46,53990.0,LRD,200,31/07/2021,269.95,USD,225.81
01/04/2019 03:13,NBPTOEJG90162846,Niblheim Alloy Bars,AHMZ72,HPTP65,7112.0,USD,800,19/05/2021,8.89,USD,9.77
01/04/2019 03:13,MXVXMSQQ47859060,Stbcks,OHKH73,ZMLP81,28380.0,USD,1000,03/09/2021,28.38,USD,31.35
01/04/2019 03:13,NWZEVFEF48880850,Habd Lanterns,PIFN94,CIXF70,14238750.0,USD,5000,15/08/2020,2847.75,USD,507.45
01/04/2019 03:14,PKKCPMNI51285527,Stocks,TKVF98,KEVJ44,86750.0,USD,5000,23/06/2021,17.35,USD,15.07
01/04/2019 03:15,PJTQARPV76982433,Stocks,YSSR29,QAZT26,3353429.25,TZS,1000,29/12/2024,1165.33,KGS,3644.23
01/04/2019 03:15,MOGHUAGN28384954,Cranium Inflolinks,HFLM11,ZVEN26,65898.0,USD,900,31/01/2021,73.22,USD,81.45
01/04/2019 03:15,AHEOHISV78016168,Mind Pluses,FTFI84,EKXA24,17850.0,USD,300,30/10/2020,59.5,USD,49.67
01/04/2019 03:16,XLBGWSEK13440523,Stocks,QWOA63,FORM54,509196.07,LRD,7000,31/05/2023,14.52,USD,67.14
01/04/2019 03:16,VSFTLNMX41957473,Rings of Invisibility,SRYE59,GGLV00,76495500.0,USD,90000,29/03/2022,849.95,USD,178.7
01/04/2019 03:16,WJBCRTRY15442405,Stbcks,YSSR22,BBJG05,62304.0,USD,400,01/07/2022,155.76,USD,138.26
01/04/2019 03:16,TRAOBBHN51342203,Stbcks,MHFC32,QMZU22,1324800.0,USD,3000,26/02/2020,441.59999999999997,USD,72.57
01/04/2019 03:17,FKNNRBBL25484646,Rings of Teleport Control,IZTD28,VGYT60,529641.0,USD,900,21/07/2021,588.49,USD,535.35
01/04/2019 03:18,MEJFKVUN31887227,Stocks,DREA86,GYWU23,1425200.0,BSD,7000,08/09/2024,203.6,USD,174.25
01/04/2019 03:18,UVQNSAHH44050168,Scrolls of Mail,YCZA59,UACN51,7460000.0,USD,40000,15/08/2023,186.5,USD,35.65
01/04/2019 03:19,QHKZGMUL50635992,Stocks,RJUD59,EIWJ22,33831.0,USD,900,08/07/2024,37.59,USD,40.43
01/04/2019 03:20,AVHREVJD56509532,Stocks,QWOA67,IZTD25,8322900.0,BRL,400,06/01/2023,20807.25,HRK,214.52
01/04/2019 03:20,HZYUSNDY14044832,Grbat One's Wisdoms,EIWJ22,QHXJ90,576340.0,USD,1000,13/03/2021,576.34,USD,652.78
01/04/2019 03:21,VSZSSWXO34294019,Mirrors of Erised,NGBA43,CQPJ57,123550.0,USD,500,13/01/2024,247.1,USD,210.79
01/04/2019 03:21,UELRCUJS99663284,Stbcks,HSWX88,AGBH44,1125400.0,USD,10000,18/03/2022,112.54,USD,119.12
01/04/2019 03:23,OBAVSPJC03085335,Golden Peaches,QAZT26,HPTP65,4234900.0,USD,10000,05/05/2022,423.49,USD,401.57
01/04/2019 03:23,ITBAITOD10867697,Red Curtains,EWUY52,ZELV66,17123000.0,USD,50000,20/09/2022,342.46,USD,369.88
01/04/2019 03:23,ICDNYVLN38783163,Stbcks,YWMD66,FJOI12,4863950.0,USD,7000,04/02/2023,694.85,USD,121.53
01/04/2019 03:23,AZCFYCME56537657,Rapids,MFZY76,KEVJ11,23540000.0,BHD,80000,16/06/2020,294.25,USD,297.58
01/04/2019 03:25,JJLAXAJZ15320013,Super Soldier Serums,RNZB04,YOQG85,36310500.0,USD,90000,12/08/2023,403.45,USD,67.67
01/04/2019 03:25,ZXRJMXZW83816979,Portal Guns,FTFI87,MDEQ10,3970120.0,USD,7000,18/06/2020,567.16,USD,501.57
01/04/2019 03:25,AVAHPLMY72624855,Duff,CBOX59,WIZJ73,119805.00000000001,USD,100,02/02/2024,1198.0500000000002,USD,229.41
01/04/2019 03:26,PNTUQWVU20355537,Stocks,EPZN28,QOKP83,1826699.9999999998,USD,500,15/05/2023,3653.3999999999996,USD,594.34
01/04/2019 03:26,GCMMKMKY80827436,Stocks,HWHS56,THJF98,15910.0,USD,200,05/11/2023,79.55,USD,14.23
01/04/2019 03:28,XDDZGPMT76923443,Stocks,VVBY18,WWNS72,159954.0,USD,300,03/07/2021,533.18,USD,617.16
01/04/2019 03:29,MNBUSOFM75105612,Boom Brooms,HSWX88,THJF88,1169728.2,THB,4000,14/03/2024,261.17,USD,330.43
01/04/2019 03:29,XNWWLZVI55376063,Z-crystals,AMRO66,QBAP38,180630.0,USD,1000,27/03/2023,180.63,USD,179.16
01/04/2019 03:29,EFBVJNHH09608410,Stocks,MSHS04,SHXQ28,9981900.0,USD,90000,11/02/2023,110.91,USD,123.72
01/04/2019 03:30,RRPAWCAI02114511,Stbcks,QHXJ50,LBKT00,36240.0,USD,8000,15/02/2021,4.53,USD,5.02
01/04/2019 03:30,OIDKZESV19958037,Stocks,SFEO61,UACN41,1041740.64,JMD,90000,05/12/2022,15.83,USD,12.04
01/04/2019 03:31,XIXRXXMW44830159,Amulets of Yendor,ZEHM52,OPET16,322740.0,USD,300,02/09/2021,1075.8,USD,190.59
01/04/2019 03:31,KQVKFJVZ95340009,Stbcks,IZLM67,SXHU74,5665.0,USD,100,22/04/2022,56.65,USD,58.56
01/04/2019 03:32,INMDPLMD13464553,Amblets of Shinnok,QOKP03,VTKE98,2528200.0,USD,4000,28/02/2024,632.05,SCR,37.41
01/04/2019 03:32,CZFTXNZA46207919,Phoenix Downs,NXTO39,ORQH73,16950.0,MXN,200,29/07/2021,84.75,USD,119.34
01/04/2019 03:33,NKASPMOL66089156,Stocks,QLCE06,MRAH82,203240.0,USD,2000,18/07/2021,101.62,USD,122.51
01/04/2019 03:33,JBYTNFOM38767819,Stocks,MFZY76,ZVEN26,703200.0,USD,30000,28/09/2024,23.44,USD,27.3
01/04/2019 03:33,IRMCWOQT20534637,Mirrors of Hope,MHFC34,QLCE34,520904.0,USD,800,29/03/2020,651.13,USD,753.22
01/04/2019 03:34,MVMOLFDC17329300,Stbcks,ZXVX98,VKMV12,17091000.0,USD,60000,26/07/2024,284.85,USD,65.67
01/04/2019 03:35,QOERJWFS37214887,Ambules,UWUK72,LAUA40,70483.0,USD,700,06/03/2021,100.69,USD,116.63
01/04/2019 03:36,LVJRZGBH75867966,Stocks,SZRJ90,CIXF70,26130.0,USD,500,24/02/2020,52.26,USD,51.22
01/04/2019 03:37,UQDPDVLF40275922,Bolts,ISWT83,EPZN28,6217760.0,USD,8000,23/05/2020,777.22,USD,868.83
01/04/2019 03:37,RDHDLWNA21210412,Ultrons,FORM54,RDBE21,540540.0,USD,700,21/03/2023,772.2,USD,137.5
01/04/2019 03:37,OJHYTTWD09017726,Doors of Durin,KTLA66,ZSXF19,112959.0,USD,900,07/04/2022,125.51,USD,105.35
01/04/2019 03:37,VDRWWPGW53136302,Stocks,CAVR55,OHKH76,68440.0,GEL,400,28/04/2023,171.1,USD,154.98
01/04/2019 03:37,CBHNNJQZ59318192,Gobden Ink Pots,OPZI26,ZXVX98,11140650.0,USD,9000,26/07/2022,1237.85,USD,258.34
01/04/2019 03:38,OQBTPJIQ03143949,Shining Coins,QHXJ52,NCCX02,1585859.72,MYR,200,28/09/2022,229.54,USD,8127.74
01/04/2019 03:39,IRKQHDUB44843815,Stocks,QXFF22,AMBT44,1966500.0,USD,90000,19/02/2021,21.85,USD,18.52
01/04/2019 03:39,QBSVDYBP93067638,Stocks,TFLS36,OPET86,3439.78,IDR,200,20/05/2022,3.91,USD,15.14
01/04/2019 03:39,VZPINOFU52213730,Baku Disks,PJKH66,QWOA77,12440000.0,USD,80000,30/05/2021,155.5,USD,28.07
01/04/2019 03:40,SPRKNDLH91504443,Stbcks,VTKE98,PIFN94,9605200.0,USD,4000,13/04/2022,2401.3,USD,441.34
01/04/2019 03:40,XSGAAJIT39962899,Habes Helms,TKVF94,ZELV76,225370.0,USD,500,22/09/2023,450.74,USD,367.58
01/04/2019 03:40,GHBUTCYI96735999,Mithril Bars,PQSW95,EIWJ88,34900.0,USD,10000,02/10/2020,45.21,IQD,2.87
01/04/2019 03:40,ZMYXIYKP16919108,Mebmaid Coins,UACN85,FAWI50,1140280.0,FKP,400,06/06/2020,2850.7,TZS,238.42
01/04/2019 03:40,HTRZMTTH13186119,Stocks,SFEO68,MRAH52,4064800.0,USD,8000,05/05/2021,508.1,USD,84.44
01/04/2019 03:40,LEKZCJMR93634684,Stbcks,LWGE88,HSWX88,27616.0,USD,800,03/09/2020,34.52,USD,29.38
01/04/2019 03:41,QJTFDDNY62887644,Stalkers,FAWI50,TKVF94,64614.0,USD,300,19/03/2024,215.38,USD,213.08
01/04/2019 03:41,IPYPCOYG22726834,Stocks,MRAH32,OHKH56,1711000.0,MVR,10000,27/04/2022,171.1,USD,185.57
01/04/2019 03:41,AUJHQYSG15848299,Mimett Greens,EKXA28,NFAH30,33429.0,USD,300,21/05/2023,111.43,USD,123.96
01/04/2019 03:41,ODLYHQBQ35495861,Stbcks,JVHD98,BDBU00,916558.76,NZD,5000,24/01/2022,119.08,USD,157.75
01/04/2019 03:42,WPKROWYC89169394,Dragon Balls,DOGG02,RFZG50,297920.0,MOP,800,28/04/2023,372.40000000000003,USD,91.75
01/04/2019 03:43,YTZGUNJV21952102,Thermal Regulation Suppositories,WYFO77,ZVEN26,4853678.7,AUD,400,01/10/2021,217.66,USD,13847.58
01/04/2019 03:43,XKKNBRPF59203363,Scbuters,KKZA85,GGLV55,15567.0,USD,300,23/11/2020,51.89,USD,59.85
01/04/2019 03:43,LTWQCSEH47889239,Stbcks,LIJW66,THJF58,14319.0,USD,900,29/11/2022,15.91,USD,18.5
01/04/2019 03:43,UFRWLLIP59761634,String of Beads,UHOG52,FTFI97,129199.99999999999,AED,8000,17/05/2021,16.15,USD,2.38
01/04/2019 03:44,TVBUYUND62126371,Nefarious Security Cards,MKHA46,AMRO66,853379.9999999999,USD,900,03/11/2022,948.1999999999999,USD,185.78
01/04/2019 03:44,JRPSBYFT17344201,Mobanth Flamers,YSSR29,ERHJ34,95662.0,USD,700,24/09/2023,136.66,USD,112.24
01/04/2019 03:44,ZLVXJZUX18178775,Vagyrisk Claws,VESX22,SHXQ38,415150.0,USD,1000,05/09/2021,415.15,USD,86.9
01/04/2019 03:46,XDODRNUO40852948,Bebms,TYAE14,UEVD66,100350.0,SEK,900,22/06/2020,111.5,USD,92.13
01/04/2019 03:46,DGJUVDMN64930884,X-Potions,QWOA67,CMZC37,95144.0,USD,700,30/08/2024,135.92,USD,152.59
01/04/2019 03:46,JWCAQOEF37637491,Rejuvenation Tanks,BMRZ75,PQSW45,6099000.0,SLL,6000,03/02/2022,1016.5,USD,539.38
01/04/2019 03:46,DEDRKSUS26867978,Magic Beans,SWGF93,MYXF05,87328.0,USD,400,23/02/2020,1073.13,BSD,235.83
01/04/2019 03:46,BDNYQNLL54424806,Doodle Disks,QETH27,QWOA67,28489999.999999996,USD,50000,09/07/2020,569.8,USD,108.85
01/04/2019 03:47,MUYGRRCX29921793,Stocks,PVAZ61,VLJL11,167404.02,KWD,200,08/05/2022,224.33,USD,800.3
01/04/2019 03:47,TWYETRCM56895763,Stocks,FAWI50,VVXA22,7549200.0,IDR,9000,07/11/2024,838.8,USD,862.46
01/04/2019 03:47,RXOVTXMC61606298,Stocks,CBOX54,DVVB31,2500969103.82,TWD,90000,31/01/2021,85.99,USD,29565.31
01/04/2019 03:48,SOBMUVUI67920457,Stocks,FORM54,VESX51,109522220.0,NGN,200,06/07/2020,547611.1,TWD,46.96
01/04/2019 03:48,MUOWVNFL63591723,Stocks,GBEZ64,EIWJ44,169155.00000000003,USD,900,22/08/2023,187.95000000000002,USD,42.8
01/04/2019 03:49,EVZWAEQA43275274,Stbcks,RLZK87,WWNS62,266589.99999999994,USD,100,09/12/2024,2665.8999999999996,USD,552.86
01/04/2019 03:49,DHZLRYEN55701756,Mibrors of Hope,LKPN85,QLCE04,260452.0,USD,400,08/05/2024,651.13,USD,657.52
01/04/2019 03:50,XADHPOHH53434343,Ribgs of Adornment,AGBH66,VVXA11,7716.0,USD,100,18/09/2021,77.16,USD,65.7
01/04/2019 03:50,GBPKPXCI66442495,Stocks,HXDA52,QBAP58,16275.0,USD,700,06/04/2022,23.25,USD,20.22
01/04/2019 03:51,NTEZDFOS40301252,Hebms of Telepathy,PVAZ61,MEOQ86,1132650.0,USD,9000,23/02/2024,125.85000000000001,USD,25.71
01/04/2019 03:52,UGOLHAJS88938382,Stocks,CUVZ50,ZDAI73,724880.0,USD,800,13/11/2021,906.1,USD,220.85
01/04/2019 03:52,AZQRHPEH67909765,Stocks,EPZN28,JVHD43,2486000.0,USD,40000,20/01/2023,62.15,AED,14.96
01/04/2019 03:53,JYARFEVN63277607,Exbrcism Slips,ZEHM52,GSTD71,569880.0,USD,400,09/11/2023,1424.7,USD,260.39
01/04/2019 03:53,AJKGNLBP78971439,Stocks,JCWS17,QOKP03,730679.9999999999,XOF,200,12/06/2023,3653.3999999999996,USD,3458.31
01/04/2019 03:54,NOFPCQPC60202107,Stocks,GIWG34,RDBE91,425250.78,KMF,7000,02/11/2020,15.69,USD,52.86
01/04/2019 03:55,CGBEZNXZ30157576,Stbcks,JZTC69,OPZI26,5582197.08,ZMK,60000,04/12/2024,16.18,USD,108.67
01/04/2019 03:55,KEFCUYCK02685887,Stbcks,AGBH66,EPZN28,6236.0,USD,100,31/10/2020,62.36,USD,58.55
01/04/2019 03:56,HZDEGVGT42123793,Stbcks,ZNQA82,SWGF93,559000.0,BAM,5000,30/03/2024,111.8,BMD,5.13
01/04/2019 03:57,RGTBUORT78931943,X-benes,HHFP44,YFAM59,66334499.99999999,USD,90000,17/07/2020,737.05,USD,172.38
01/04/2019 03:57,QRQNRDIB56873979,Stocks,GSTD73,FDWI74,8994.999999999998,USD,100,06/05/2023,89.94999999999999,USD,16.96
01/04/2019 03:57,XIQYKDLB61064019,Dabmons,QLCE09,RJUD59,184550.0,USD,1000,23/05/2021,184.55,USD,153.81
01/04/2019 03:57,JWPGSLXA66361457,Angainors,ISWT83,KRRO64,2385750.0,USD,3000,17/07/2020,795.25,USD,175.49
01/04/2019 03:58,EGFUPNKK16103437,Stocks,VAHJ56,QOKP73,65366.63,NGN,700,24/11/2022,730.68,USD,93.91
01/04/2019 03:58,NWSULEDN70689672,Stbcks,OQXV70,DJNE62,13578.0,USD,200,23/09/2024,67.89,USD,72.09
01/04/2019 03:58,ZDRZOLAT42705262,Choice Bands,KKGY69,AMRO66,6332400.0,ILS,8000,12/09/2023,791.55,USD,923.06
01/04/2019 03:58,THIUDBMC26479968,Stocks,TFLS37,VVBY18,10485000.0,USD,50000,04/07/2023,209.7,USD,37.23
01/04/2019 03:58,FQXPQTOH76551080,Hebms of Telepathy,INIL64,MEOQ56,251700.0,USD,10000,07/10/2023,25.17,USD,22.5
01/04/2019 03:58,ENNRNYEN65580904,Stocks,WYFO79,NQJL75,11289000.0,USD,60000,02/08/2021,188.15,USD,41.09
01/04/2019 03:59,CADAEOJM24681287,Sabbamen Seeds,VCSF07,YCZA59,370510.0,USD,500,22/06/2023,741.02,USD,833.17
01/04/2019 03:59,SEGEEWKU53416051,DigiBytes,HSWX11,PBFW95,3733000.0,USD,20000,03/04/2024,186.65,USD,165.71
01/04/2019 04:00,ZSNFMZNJ19006050,Ribgs of Adornment,VVBY18,VVXA88,69444.0,USD,900,06/11/2022,77.16,USD,78.4
01/04/2019 04:00,QNFPSVRV38545974,Stbcks,KUWI70,GIWG34,582.0,USD,300,17/12/2021,1.94,USD,1.76
01/04/2019 04:00,CKTVAPDL21756883,Stbcks,VXSM31,ZEHM32,2523.52,VEB,100,11/11/2020,32.79,USD,21.08
01/04/2019 04:00,WWVFOEAF87335985,Mimett Greens,MYXF05,NFAH30,22286000.000000004,ZWD,40000,06/03/2022,557.1500000000001,USD,439.3
01/04/2019 04:01,YLUGDWDZ21478824,Shields of Reflection,YCZA58,CQPJ57,5473200.000000001,USD,8000,02/08/2022,684.1500000000001,USD,125.38
01/04/2019 04:01,TBCEMISG30815475,Stocks,EMNK68,DREA89,3015700.0,USD,2000,22/02/2022,1507.85,DJF,46.79
01/04/2019 04:03,CDJBHAWQ74396083,Rings of Teleportation,FTFI87,CBOX52,651000.0,USD,700,23/12/2023,930.0,USD,194.57
01/04/2019 04:04,IXXRSTIL89851333,Stbcks,PQSW95,EMNK77,35718000.0,USD,60000,23/05/2022,595.3,USD,126.74
01/04/2019 04:04,QACVYZTW96714776,Stocks,ORQH75,EIWJ44,11277.0,USD,300,03/11/2022,37.59,USD,39.15
01/04/2019 04:05,SQEPQAUG41979537,Stocks,NXTO39,SUOX82,2322500.0,USD,5000,23/06/2023,464.5,USD,100.51
01/04/2019 04:05,CRUCIRVE36379325,Stocks,FDWI65,ISWT83,318260.0,USD,400,03/12/2023,795.65,USD,157.86
01/04/2019 04:05,VJXNIVEO30169715,Scbipts,UACN81,DNIL23,42618.0,USD,600,02/06/2021,71.03,USD,64.75
01/04/2019 04:05,RZUOCVZM78306273,Stbcks,HWHS51,MFZY86,166014.0,USD,900,19/12/2021,184.46,USD,196.92
01/04/2019 04:06,LKZFWRDQ25700780,Bablefish,QWOA67,TFLS35,35308000.0,USD,40000,08/01/2022,882.6999999999999,USD,166.48
01/04/2019 04:06,ZXFOGYBK35204084,Stocks,NXTO39,GZED20,1620990.0,USD,9000,19/08/2022,515.06,SRD,204.53
01/04/2019 04:07,URVKUDWM71160874,Stocks,DOGG07,HNLV58,187381.64,KYD,600,06/06/2022,52.06,USD,310.54
01/04/2019 04:07,LMPANQPM86772157,Stocks,IIZF28,BMRZ75,1709500.0,USD,5000,31/08/2020,263.13,VEB,295.87
01/04/2019 04:07,HHTYTPDC37623277,Stocks,DVVB36,EWUY62,64778.0,USD,200,21/02/2020,323.89,USD,293.39
01/04/2019 04:08,HKCDJWRS17346591,Dry Ethers,FDWI64,CMZC77,1066590.0,USD,600,10/08/2023,1777.6499999999999,USD,389.03
01/04/2019 04:08,RKTVDECI53765941,Electric Seeds,OQXV76,EIWJ44,839825.0,USD,500,13/09/2021,1679.65,USD,325.32
01/04/2019 04:09,WYRJJEZY50865375,Millennium Scales,YFAM56,VXSM31,1674750.0,USD,5000,13/01/2023,334.95,USD,61.45
01/04/2019 04:10,KOBXIIUY90298505,Chainsaws,ERHJ35,VESX21,51939.0,USD,900,13/08/2020,57.71,USD,47.38
01/04/2019 04:10,AVLDJELD51602935,Stocks,SFZS09,NFAH80,237423.17,KPW,800,06/07/2024,183.05,USD,321.98
01/04/2019 04:10,COKKEIGQ81229219,Stbcks,QWOA67,ZDAI63,5436600.0,ARS,6000,02/01/2024,906.1,USD,2286.35
01/04/2019 04:11,NJDCISAG57612028,Magic Harps,QBVN33,LIJW44,199410.0,USD,3000,03/01/2020,66.47,USD,54.36
01/04/2019 04:11,DGXHNAZJ24822126,Stocks,ITTS22,MYXF55,53100.0,USD,5000,12/04/2024,10.62,USD,8.83
01/04/2019 04:12,MJWXMMQS79887680,Stocks,MDEQ13,DREA99,160319.99999999997,USD,800,14/01/2020,200.39999999999998,USD,47.79
01/04/2019 04:12,JLDXZOTN84968033,String of Beads,UHOG52,FTFI57,19380.0,USD,6000,24/12/2020,3.23,USD,3.69
01/04/2019 04:12,PHQPQMXA34502119,Stocks,FGVK49,SFZS68,257390.00000000003,USD,700,12/11/2021,367.70000000000005,USD,63.45
01/04/2019 04:12,EIAETPEX86604194,Spbed Boots,KRXZ15,VVBY18,4283200.0,USD,40000,04/03/2024,107.08,USD,117.01
01/04/2019 04:12,MVQJXQVA57737159,Spbder Silks,RFZG53,VTKE98,487710.0,USD,900,20/03/2023,541.9,USD,130.53
01/04/2019 04:13,PYOQBTGU60260778,Zoni Vessels,IBLA29,WVEI47,1045890.0,USD,9000,27/10/2024,562.63,SAR,112.65
01/04/2019 04:15,HHEYLTFD30223897,Stbcks,UFAY59,HXDA52,6416250.0,USD,3000,21/07/2020,2138.75,SRD,138.52
01/04/2019 04:16,FBWCUFYO86737358,Stbcks,DVVB38,ZVEN16,937600.0,USD,8000,22/12/2024,117.2,USD,21.06
01/04/2019 04:16,TPWAQEEN73635137,Stbcks,VIMV38,PNFK78,6478400.0,USD,20000,12/02/2020,323.92,USD,341.89
01/04/2019 04:16,WQJFZSKE90655241,Shbouds of Turin,PVAZ61,QODV38,1855520.0,USD,8000,23/07/2021,231.94,USD,214.66
01/04/2019 04:16,WSOYCDDN85498894,Ribgs of Increase Accuracy,JXGF57,RLZK87,648550.0,USD,7000,20/02/2021,92.65,USD,77.04
01/04/2019 04:16,QJOWOXUZ48398725,Stocks,TVQQ55,PVAZ61,115974.0,USD,900,16/06/2021,128.86,USD,119.38
01/04/2019 04:19,LFREMAEX85648992,Stbcks,ZEHM52,ORQH53,8835900.0,YER,6000,25/01/2022,1472.6499999999999,USD,2346.81
01/04/2019 04:19,NHZLEWGQ59965477,Stbcks,HSWX44,BDBU44,357240.0,USD,3000,18/10/2023,119.08,USD,129.14
01/04/2019 04:19,HOEMZPJD67533658,Tabhyons,GSTD75,PNFK78,48060.0,USD,100,30/11/2023,480.6,USD,97.69
01/04/2019 04:20,OVOYNJEQ96369053,Stocks,HWHS52,VVXA11,83880.0,USD,500,23/12/2020,167.76,USD,143.37
